channel,mean,std,score
836,0.3692087797666668,0.5904432485555556,0.9596520283222224
177,0.34042044148222217,0.6225879809222221,0.9630084224044443
410,0.40487617986666663,0.5591047863333334,0.9639809662000001
599,0.3207195738444444,0.6434574735555555,0.9641770473999999
255,0.36714973606,0.5979097956999999,0.9650595317599999
1010,0.36933421866666666,0.5977530228888888,0.9670872415555554
536,0.26562939100777777,0.7017407101444445,0.9673701011522222
72,0.29568259565555555,0.6720019490000001,0.9676845446555556
314,0.5184039765555556,0.45058862566666663,0.9689926022222222
995,0.31149588990444443,0.6584298160666666,0.969925705971111
573,0.3319176356111111,0.6398934755555555,0.9718111111666666
32,0.40674682943333335,0.5653895998888888,0.9721364293222221
390,0.3311966074955556,0.6414617396777778,0.9726583471733333
38,0.2546065853444444,0.7180892468444444,0.9726958321888888
722,0.4213826208877779,0.5522904380444443,0.9736730589322222
913,0.38121410201333333,0.5927083832555556,0.973922485268889
123,0.32952953348888886,0.6462861712777778,0.9758157047666667
471,0.32532889997777775,0.6510466474444444,0.9763755474222222
